,0,1,2,3,4,5,6
353,354.,31-Aug-2023 05:15 PM,20-Sep-2023 12:00 PM,21-Sep-2023 12:00 PM,[Jammu Urban Zone-I][JKJMU-11/12(13)/1/2023-JKJMU][2023_BSNL_166281_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jammu and Kashmir Telecom Circle||O/o CGMT, Jammu and Kashmir, Jammu","2,83,00,000"
354,355.,31-Aug-2023 05:15 PM,04-Oct-2023 02:00 PM,05-Oct-2023 03:00 PM,[S-4-1493/EB/JODHPUR/23-24][S-4-1493/EB/JODHPUR/23-24][2023_BSNL_166269_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Jodhpur||AGM(NWP-CFA),NA
355,356.,31-Aug-2023 05:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,"[Online permission for road cutting at permission for laying of IGL gas pipe line at sunlight Colony-2 in Ward No. 143, CNZ SH Restoration of cut by pdg. CC 1-1.5-3][D/EE (M)-I/CNZ/2023-2024/30-3][2023_SDMC_166264_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,"3,16,842"
356,357.,31-Aug-2023 05:00 PM,13-Sep-2023 05:00 PM,14-Sep-2023 05:00 PM,"[Selection of pre-bid partner for Statewide implementation of e nagarpalika 2.0 Portal for Directorate Urban Administration and Development, Government of Madhya Pradesh][TCIL/ITBD/MP e-nagarpalika 2.0 Portal/I/2023][2023_TCIL_166286_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Business Development Division - TCIL,NA
357,358.,31-Aug-2023 05:00 PM,16-Oct-2023 11:00 AM,17-Oct-2023 11:30 AM,[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS][NHAI/WSA/OM/ Chhatarpur/2023][2023_NHAI_166278_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
358,359.,31-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,[PUR/IICT/DMS/399/23-24][PUR/IICT/DMS/399/23-24][2023_CSIR_166270_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
359,360.,31-Aug-2023 05:00 PM,07-Sep-2023 02:30 PM,07-Sep-2023 03:00 PM,[Supply of measuring instruments][206/00868/2023][2023_CEL_166245_1],Central Electronics Limited,NA
360,361.,31-Aug-2023 05:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:30 PM,"[Online permission for road cutting at permission for laying of IGL gas pipe line at Kilokari Village and Sunlight Colony-I in Ward No. 143, Central Zone SH Restoration of cut bypdg. CC 1-1.5-3][D/EE (M)-I/CNZ/2023-2024/30-1][2023_SDMC_166257_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,"7,70,152"
361,362.,31-Aug-2023 05:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Improvement Development of lane by pdg. RMC from DJB Office to MCD DEMS Store (STP Sen Nursing lane) along Nalla No. 12-A (IP Metro Station) Ring Road in Darya Ganj Ward No. 142/CNZ][D/EE (M)-I/CNZ/2023-2024/30-2][2023_SDMC_166260_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,"19,15,192"
362,363.,31-Aug-2023 05:00 PM,13-Sep-2023 05:00 PM,14-Sep-2023 05:00 PM,"[Selection of pre-bid partner for Statewide implementation of e nagarpalika 2.0 Portal for Directorate Urban Administration and Development, Government of Madhya Pradesh][TCIL/ITBD/MP e-nagarpalika 2.0 Portal/I/2023][2023_TCIL_166286_1]",Telecommunications Consultants India Limited||Corporate Office - TCIL Bhawan||Business Development Division - TCIL,NA
363,364.,31-Aug-2023 05:00 PM,07-Sep-2023 02:30 PM,07-Sep-2023 03:00 PM,[Supply of measuring instruments][206/00868/2023][2023_CEL_166245_1],Central Electronics Limited,NA
364,365.,31-Aug-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[SUPPLY OF FUEL CELL SYSTEM, 5Kw, OPEN CATHODE PROTON EXCHANGE MEMBRANE TYPE][PUR/60/EMTRF/RM/E/2023-24/RET][2023_CSIR_166228_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
365,366.,31-Aug-2023 05:00 PM,27-Sep-2023 03:00 PM,28-Sep-2023 03:30 PM,[CECRI 2023 13046-MICROWAVE DIGESTER][CECRI 2023 13046-MICROWAVE DIGESTER][2023_CSIR_166280_1],Council of Scientific and Industrial Research||CECRI-Karaikudi - CSIR||Purchase-CECRI - CSIR,NA
366,367.,31-Aug-2023 05:00 PM,16-Oct-2023 11:00 AM,17-Oct-2023 11:30 AM,[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS][NHAI/WSA/OM/ Chhatarpur/2023][2023_NHAI_166278_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
367,368.,31-Aug-2023 05:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[SUPPLY AND INSTALLATION OF NI CARD-6321 FOR USE WITH FOUR BALL TESTER.][PUR/151/EMTRG/RK/P/2023-24][2023_CSIR_166236_1],Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
368,369.,31-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,[PUR/IICT/DMS/399/23-24][PUR/IICT/DMS/399/23-24][2023_CSIR_166270_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
369,370.,31-Aug-2023 05:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,"[Online permission for road cutting at permission for laying of IGL gas pipe line at sunlight Colony-2 in Ward No. 143, CNZ SH Restoration of cut by pdg. CC 1-1.5-3][D/EE (M)-I/CNZ/2023-2024/30-3][2023_SDMC_166264_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,"3,16,842"
370,371.,31-Aug-2023 05:00 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:00 PM,[SUPPLY AND INSTALLATION OF NI CARD-6321 FOR USE WITH FOUR BALL TESTER.][PUR/151/EMTRG/RK/P/2023-24][2023_CSIR_166236_1],Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
371,372.,31-Aug-2023 05:00 PM,12-Sep-2023 02:00 PM,13-Sep-2023 02:30 PM,[Comprehensive Annual Maintenance Contract and Security Audit of CSIR-SERC Website][A3(80261)2023/PUR][2023_CSIR_166259_1],Council of Scientific and Industrial Research||SERC-Chennai - CSIR||Purchase-SERC - CSIR,NA
372,373.,31-Aug-2023 05:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[SUPPLY OF MEDICINE][TMS/CMM/TAPS1N2/64685][2023_NPCIL_165743_1],Nuclear Power Corporation Of India Limited||Tarapur Maharashtra Site - NPCIL||Contracts and Materials Management-NPCIL,NA
373,374.,31-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,[PUR/IICT/DMS/400/23-24][PUR/IICT/DMS/400/23-24][2023_CSIR_166255_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,NA
374,375.,31-Aug-2023 05:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[SUPPLY OF MEDICINE][TMS/CMM/TAPS1N2/64686][2023_NPCIL_165933_1],Nuclear Power Corporation Of India Limited||Tarapur Maharashtra Site - NPCIL||Contracts and Materials Management-NPCIL,NA
375,376.,31-Aug-2023 04:30 PM,14-Sep-2023 02:00 PM,15-Sep-2023 02:30 PM,[Calibration of instruments][IREL/MK/ET/29/2023][2023_IREL_166272_1],IREL (INDIA) Limited||Corporate Office Mumbai - IREL,"63,543"
376,377.,31-Aug-2023 04:15 PM,03-Oct-2023 06:00 PM,05-Oct-2023 11:00 AM,[Annual rate contract for repair and maintenance of civil works at Safdarjung Airport and connected area for the year 2023-24][AAI/SAP/Engg(C)/AMC-SAP/23-24][2023_AAI_166243_1],Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,"1,00,00,000"
377,378.,31-Aug-2023 04:00 PM,21-Sep-2023 04:00 PM,22-Sep-2023 04:30 PM,[Providing Operation  Maintenance Services for E and M Installations][AAI/Engg(E)/SAP/AMC/2023-24][2023_AAI_166000_1],Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,"3,18,43,962"
378,379.,31-Aug-2023 04:00 PM,07-Sep-2023 04:00 PM,08-Sep-2023 04:30 PM,"[Renovation of Transport section, garage and corridor from CNeM to Library at CSIR-IMMT, Bhubaneswar][08/2023-24/ESD(C)/IMMT/BBSR][2023_CSIR_166204_1]",Council of Scientific and Industrial Research||IMMT-Bhubaneswar - CSIR||ESD-IMMT - CSIR,"7,68,008"
379,380.,31-Aug-2023 04:00 PM,14-Sep-2023 02:00 PM,15-Sep-2023 02:30 PM,"[AMC for clearing of drainage, road, valley gutters, etc. in MK plant premises][IREL/MK/ET/28/2023][2023_IREL_166250_1]",IREL (INDIA) Limited||Corporate Office Mumbai - IREL,"7,75,933"
380,381.,31-Aug-2023 04:00 PM,12-Sep-2023 05:00 PM,13-Sep-2023 11:00 AM,"[DEVELOPMENT OF WATER BODY IN GAZIPUR VILLAGE IN WARD NO. 19E, SHAHDARA (SOUTH) ZONE, MCD][DDH(HQ)-II/MCD /2023-24/D-770/NIT No.18-2][2023_MCD_166220_1]",Municipal Corporation of Delhi||Horticulture Department - MCD,"91,54,979"
381,382.,31-Aug-2023 04:00 PM,07-Sep-2023 04:00 PM,08-Sep-2023 04:30 PM,"[Renovation of Transport section, garage and corridor from CNeM to Library at CSIR-IMMT, Bhubaneswar][08/2023-24/ESD(C)/IMMT/BBSR][2023_CSIR_166204_1]",Council of Scientific and Industrial Research||IMMT-Bhubaneswar - CSIR||ESD-IMMT - CSIR,"7,68,008"
382,383.,31-Aug-2023 04:00 PM,21-Sep-2023 04:00 PM,22-Sep-2023 04:30 PM,[Providing Operation  Maintenance Services for E and M Installations][AAI/Engg(E)/SAP/AMC/2023-24][2023_AAI_166000_1],Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,"3,18,43,962"
383,384.,31-Aug-2023 04:00 PM,16-Sep-2023 05:00 PM,18-Sep-2023 11:00 AM,[RATE CONTRACT FOR CONSTRUCTION OF ARTISTIC GAZEBO (GARDEN HUTS / RAIN SHELTERS) IN PARKS UNDER MUNICIPAL CORPORATION OF DELHI][DDH(HQ)-II/MCD /2023-24/D-771/NIT No.19][2023_MCD_166241_1],Municipal Corporation of Delhi||Horticulture Department - MCD,"4,50,00,000"
384,385.,31-Aug-2023 03:30 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:30 PM,[Shifting of Container from Akupamula BTS to Bethavolu BTS premises by dismantling  dismembering at Akupamula in Nalgonda BA.][36 / BCDH  II / 2023 24][2023_BSNL_166201_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||CE Civil,"1,41,840"
385,386.,31-Aug-2023 03:30 PM,07-Sep-2023 03:00 PM,08-Sep-2023 03:30 PM,"[Construction of 18M Roof Top Tower including foundation n erection, horizontal gantry on rented building G plus 1 for re location at Shanthinagar Site ID NG5082 shifting of the switched Off Ms ATC site NG5044 MYG SANTHOSHNAGAR in Nalgonda BA][37 / BCDH  II / 2023 24][2023_BSNL_166233_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||CE Civil,"5,05,512"
386,387.,31-Aug-2023 03:15 PM,08-Sep-2023 06:00 PM,12-Sep-2023 11:00 AM,[Maintenance and repairs to BSNL IQ staff quarters TE building under the jurisdiction of DGM West Pune for the year 2023-24 2nd Call][e-07/EEC(P)/BSNL/2023-24][2023_BSNL_166247_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (C) Nagpur||EE( C ) Aurangabad,"4,48,773"
387,388.,31-Aug-2023 03:15 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[GMT/ASL/BTS/ETen/23-24][GMT/ASL/BTS/ETen/23-24][2023_BSNL_166246_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||GMTD, Asansol",0.00
388,389.,31-Aug-2023 03:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[PUR/4/23-24/196/UWRD/AK/PO][PUR/4/23-24/196/UWRD/AK/PO][2023_CSIR_166199_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
389,390.,31-Aug-2023 03:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[PUR/23-24/378/SPD/AARTI/PO][PUR/423-24/378/SPD/AARTI/PO][2023_CSIR_166210_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
390,391.,31-Aug-2023 03:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[PUR/4/23-24/196/UWRD/AK/PO][PUR/4/23-24/196/UWRD/AK/PO][2023_CSIR_166199_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
391,392.,31-Aug-2023 03:00 PM,21-Sep-2023 06:00 PM,27-Sep-2023 03:00 PM,[Modification of Storm Water Drains in Operational Area at Chennai Airport-(Balance work)][AAI/ENGG/ED-SR/CHENNAI/DRAIN/1][2023_AAI_164702_1],Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI,"1,45,60,00,000"
392,393.,31-Aug-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,"[Non-Comprehensive Annual Maintenance Contract of CME Environmental Chamber for Altitude, Temperature and Humidity Test][PUR/133/ASL/RK/AMC/2023-24][2023_CSIR_166128_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
393,394.,31-Aug-2023 03:00 PM,12-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,[PUR/23-24/378/SPD/AARTI/PO][PUR/423-24/378/SPD/AARTI/PO][2023_CSIR_166210_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
394,395.,31-Aug-2023 03:00 PM,28-Sep-2023 12:00 PM,29-Sep-2023 12:30 PM,"[Survey, Design, Supply, Erection, Testing and Commissioning of 1 no. new 220 KV line from existing 220 KV CTPS switchyard to M/s SAIL, BSL, Bokaro by using Monopole towers][DVC/T/HQ/SPE/CMM/WS/00061/Cap][2023_DVC_166161_1]",Damodar Valley Corporation||HQ Kolkata - DVC||C and M,"37,58,45,235"
395,396.,31-Aug-2023 03:00 PM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,"[SUPPLY, INSTALLATION, COMMISSIONING AND TRAINING OF SCRATCH TESTER MACHINE][PUR/130/MPML/RK/E/2023-24][2023_CSIR_163739_1]",Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
396,397.,31-Aug-2023 03:00 PM,06-Sep-2023 03:00 PM,07-Sep-2023 03:00 PM,[SUPPLY OF CONSUMABLE ITEMS][PUR/113/CoEFM/RK/P/2023-24][2023_CSIR_163735_1],Council of Scientific and Industrial Research||CMERI-Durgapur - CSIR||Purchase-CMERI - CSIR,NA
397,398.,31-Aug-2023 02:45 PM,08-Sep-2023 06:00 PM,12-Sep-2023 11:00 AM,[Repairs to terrace water proofing rain water pipes including removing plants from building on South face repairs to damaged road at MHS Bhavan Pune][eNIT-08/EEC(P)/BSNL/2023-24][2023_BSNL_166240_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (C) Nagpur||EE( C ) Aurangabad,"9,59,821"
398,399.,31-Aug-2023 02:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:05 PM,"[Re-Development of tubewell installed in three nos of parks, namely Municipal park near plot no 17, pocket B-3, Municipal park near plot no 101, pocket C-8, Municipal park in A2 Indraprasth Apartment, Sector 17, Dwarka, ward no 121, Dwarka-A under Naj][EEE/NGZ/MCD/2023-2024/13][2023_SDMC_166229_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC,"8,58,562"
399,400.,31-Aug-2023 02:00 PM,09-Sep-2023 05:00 PM,11-Sep-2023 12:30 PM,[SITC of 1x500KVA DEA set with silent enclosure and conventional control panel at Main TE building Ambala Cantt. SH Earthing and laying of cable for AC PKG Plant and Power Plant Panel ][14/EE/E/BSNL/AB/2023-24][2023_BSNL_166222_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Haryana Telecom Circle||CE (Electrical),"3,58,326"
400,401.,31-Aug-2023 02:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Civil Work][MCD/TR/5048/2023_5_1_1/1][2023_MCD_166217_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"10,44,243"
401,402.,31-Aug-2023 02:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Civil Work][MCD/TR/5197/2023_5_1_1/1][2023_MCD_166218_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"10,36,598"
402,403.,31-Aug-2023 02:00 PM,21-Sep-2023 05:30 PM,23-Sep-2023 11:00 AM,[PROCUREMENT OF NON REFRIGERATED TABLE TOP CENTRIFUGE][IITR/PUR/9(04)/23-24/94][2023_CSIR_166230_1],Council of Scientific and Industrial Research||IITR-Lucknow - CSIR||Purchase-IITR - CSIR,NA
403,404.,31-Aug-2023 02:00 PM,09-Sep-2023 05:00 PM,11-Sep-2023 12:30 PM,[Replacement of existing unserviceable /life expired conventional compound lights with 25/30watt LED compound light Fittings in Sanchar Kunj Staff colony Ambala Cantt ][13/EE/BSNL/AB/2023-24][2023_BSNL_166200_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Haryana Telecom Circle||CE (Electrical),"2,07,883"
404,405.,31-Aug-2023 02:00 PM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Civil Work][MCD/TR/4773/2023_5_1_1/1][2023_MCD_166221_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"11,84,027"
405,406.,31-Aug-2023 02:00 PM,09-Sep-2023 05:00 PM,11-Sep-2023 12:30 PM,[SITC of 1x500KVA DEA set with silent enclosure and conventional control panel at Main TE building Ambala Cantt. SH Earthing and laying of cable for AC PKG Plant and Power Plant Panel ][14/EE/E/BSNL/AB/2023-24][2023_BSNL_166222_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Haryana Telecom Circle||CE (Electrical),"3,58,326"
406,407.,31-Aug-2023 02:00 PM,11-Sep-2023 03:00 PM,12-Sep-2023 03:05 PM,"[Re-Development of tubewell installed in three nos of parks, namely Municipal park near plot no 17, pocket B-3, Municipal park near plot no 101, pocket C-8, Municipal park in A2 Indraprasth Apartment, Sector 17, Dwarka, ward no 121, Dwarka-A under Naj][EEE/NGZ/MCD/2023-2024/13][2023_SDMC_166229_1]",South Delhi Municipal Corporation||Enigeering Electric - SDMC,"8,58,562"
407,408.,31-Aug-2023 01:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[License for Snack Bar in First Floor SHA and Snack Bar in Forecourt Area Near Departure Gate of NITB at S.V. Airport, Raipur][AAI/RPR/COMML/SNACKBAR/2023][2023_AAI_166212_1]",Airports Authority of India||Eastern Region - AAI||RHQ-ER - AAI||COMMERCIAL-ER - AAI,"4,32,600"
408,409.,31-Aug-2023 01:00 PM,09-Sep-2023 06:00 PM,11-Sep-2023 03:00 PM,"[Providing GS sheet roof structure over the terrace of B49-B64 staff quarters at CSIR-CFTRI, Mysuru][E/CW/007/1027/2023-24][2023_CSIR_166223_1]",Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||ESD-CFTRI - CSIR,"5,66,819"
409,410.,31-Aug-2023 01:00 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:30 AM,[CS for AE for Development of Jhajra - Asharori Link Road (Design Ch 0.050 to Ch 12.220) in Uttarakhand on EPC Mode.][NHAI/ TECH /UKD /Jhajra Ashaori/AE/ 2023][2023_NHAI_166205_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
410,411.,31-Aug-2023 12:30 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[NCRTC/33KV CABLES/OT/108][NCRTC/33KV CABLES/OT/108][2023_IRCON_166203_1],IRCON International Limited||Corporate Head Quarters-New Delhi - IRCON||Electrical - IRCON,"21,68,01,823"
411,412.,31-Aug-2023 12:00 PM,06-Sep-2023 03:00 PM,07-Sep-2023 04:00 PM,"[Appointment of agency for Cost Audit of Financial Year 2023-24 and 2024-25 for MNGL, Pune][MNGL/CP/2023-24/81][2023_MNGL_165634_2]",Maharashtra Natural Gas Ltd.||Corporate Office  Pune||Contracts and Procurement,NA
412,413.,31-Aug-2023 12:00 PM,07-Sep-2023 03:30 PM,08-Sep-2023 03:30 PM,[SUPPLY OF SINGLE SUPER PHOSPHATE IN VARIOUS STATES][Supply of Single Super Phosphate for Marketing][2023_NFL_166068_1],National Fertilizers Limited||Corporate Office- Noida||Central Marketing Office,0.00
413,414.,31-Aug-2023 12:00 PM,20-Sep-2023 12:00 PM,21-Sep-2023 02:30 PM,[E-Tender documents for printing and supply of Marketing Material in Hamirpur BA][HMR-BA-15/12/1/2023-HMR-BA/ 697100][2023_BSNL_166198_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||GMTD,Hamirpur",NA
414,415.,31-Aug-2023 12:00 PM,11-Sep-2023 09:00 AM,12-Sep-2023 09:15 AM,"[Road restoration of cut made by BSES for laying cable from Rohtak road to 400 KV Mundka Tikri Kalan in Ward No. 35, Mundka, M-II, Narela Zone][MCD/TR/5683/2023_5_1_1/1][2023_MCD_166073_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"44,56,907"
415,416.,31-Aug-2023 11:00 AM,11-Sep-2023 03:00 PM,12-Sep-2023 03:30 PM,[Comprehensive Operation and Maintenance (COMC) of 24 Nos. Mechanical Road Sweeping machine (18 Nos. MRSMs of 6 CuM dust container capacity mounted on LPT 1613 TATA Chassis and 6 Nos. of 4.5 CuM dust container capacity mounted on LPT 1109 TATA Chassis][ 	EE (Eand M) III/2023-24/ 04][2023_SDMC_166192_1],South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,"4,09,95,280"
416,417.,31-Aug-2023 11:00 AM,20-Sep-2023 09:00 AM,25-Sep-2023 11:00 AM,[Annual Repair and Maintenance of Indian Aviation Academy and Hostel Block][IAA/E-C/AMC/23-24][2023_AAI_166195_1],Airports Authority of India||CHQ - AAI||NIAMAR - AAI,NA
417,418.,31-Aug-2023 10:00 AM,20-Sep-2023 02:00 PM,21-Sep-2023 02:00 PM,[GMBA/PRG/Plg./Tender/ O and M rural BTS/23-24 Dt 30082023][GMBA/PRG/Plg./Tender/ O and M bts/23-24 Dt30082023][2023_BSNL_166191_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Allahabad,"79,24,200"
418,419.,31-Aug-2023 10:00 AM,14-Sep-2023 02:30 PM,15-Sep-2023 03:00 PM,[Supply of Hardwood Planks][TCF/MM/2012/23][2023_CCI_166145_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
419,420.,31-Aug-2023 10:00 AM,14-Sep-2023 02:30 PM,15-Sep-2023 03:00 PM,[Supply of Casurina Wooden Ballies][TCF/MM/6009/23][2023_CCI_166142_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
420,421.,31-Aug-2023 10:00 AM,14-Sep-2023 02:30 PM,15-Sep-2023 03:00 PM,[Supply of Indian Standard Sand Grade  I][TCF/MM/2019/22/R][2023_CCI_166150_1],Cement Corporation of India Limted||Tandur Cement Factory - CCI,NA
421,422.,31-Aug-2023 09:00 AM,11-Sep-2023 03:00 PM,11-Sep-2023 03:05 PM,[Civil Work][MCD/TR/5390/2023_5_1_1/1][2023_MCD_166157_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"18,61,389"
422,423.,31-Aug-2023 09:00 AM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Civil Work][MCD/TR/5729/2023_5_1_1/1][2023_MCD_166185_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"2,31,403"
423,424.,31-Aug-2023 09:00 AM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Civil Work][MCD/TR/5459/2023_5_1_1/1][2023_MCD_166179_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"8,78,974"
424,425.,31-Aug-2023 09:00 AM,06-Sep-2023 03:00 PM,06-Sep-2023 03:05 PM,[Civil Work][MCD/TR/5645/2023_5_1_1/1][2023_MCD_166182_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,"5,89,792"
